id,author,timestamp,phase,text,reply_to_id
320,Omar,2024-02-29T18:44:00,negotiation,"Stop reposting that clip, it's from last year, not today.",
321,Mom,2024-02-29T18:58:00,negotiation,"Please don't post exact locations, they can adjust fire from this.",
322,Tarek,2024-02-29T19:15:00,negotiation,"Stop reposting that clip, it's from last year, not today.",12.0
323,Leo,2024-02-29T19:58:00,negotiation,"Please don't post exact locations, they can adjust fire from this.",
324,Mom,2024-02-29T20:30:00,negotiation,"Admins: delete videos with street signs, it's not safe.",
325,Sara,2024-02-29T21:08:00,negotiation,"If you share info, mark it as verified or rumor, please.",207.0
326,Miguel,2024-02-29T21:19:00,negotiation,"Admins: delete videos with street signs, it's not safe.",5.0
327,Sara,2024-02-29T21:37:00,negotiation,"If you share info, mark it as verified or rumor, please.",161.0
328,Omar,2024-02-29T22:19:00,negotiation,"If you share info, mark it as verified or rumor, please.",
329,Mom,2024-02-29T22:47:00,negotiation,"Admins: delete videos with street signs, it's not safe.",
330,Omar,2024-02-29T23:09:00,negotiation,"If you share info, mark it as verified or rumor, please.",
331,Ana,2024-02-29T23:54:00,negotiation,"We need this chat for real alerts, not for panic.",
332,Leo,2024-03-01T00:26:00,negotiation,"Please don't post exact locations, they can adjust fire from this.",
333,Neighbor_3A,2024-03-01T00:44:00,negotiation,"Please don't post exact locations, they can adjust fire from this.",
334,Lena,2024-03-01T01:14:00,negotiation,"If you share info, mark it as verified or rumor, please.",
335,Neighbor_3A,2024-03-01T01:37:00,negotiation,"If you share info, mark it as verified or rumor, please.",
336,Neighbor_3A,2024-03-01T02:18:00,negotiation,"Admins: delete videos with street signs, it's not safe.",
337,Sara,2024-03-01T02:56:00,negotiation,"Stop reposting that clip, it's from last year, not today.",228.0
338,Mom,2024-03-01T03:07:00,negotiation,"Stop reposting that clip, it's from last year, not today.",168.0
339,Omar,2024-03-01T03:20:00,negotiation,"Stop reposting that clip, it's from last year, not today.",317.0
340,Lena,2024-03-01T03:43:00,negotiation,"We need this chat for real alerts, not for panic.",223.0
341,Lena,2024-03-01T03:55:00,negotiation,"If you share info, mark it as verified or rumor, please.",
342,Tarek,2024-03-01T04:22:00,negotiation,"We need this chat for real alerts, not for panic.",
343,Neighbor_3A,2024-03-01T04:59:00,negotiation,"If you share info, mark it as verified or rumor, please.",
344,Ana,2024-03-01T05:42:00,negotiation,"We need this chat for real alerts, not for panic.",111.0
345,Ana,2024-03-01T05:50:00,negotiation,"Stop reposting that clip, it's from last year, not today.",
346,Miguel,2024-03-01T05:57:00,negotiation,"Please don't post exact locations, they can adjust fire from this.",196.0
347,Ana,2024-03-01T06:37:00,negotiation,"Please don't post exact locations, they can adjust fire from this.",
348,Mom,2024-03-01T06:52:00,negotiation,"If you share info, mark it as verified or rumor, please.",345.0
349,Miguel,2024-03-01T07:08:00,negotiation,"Stop reposting that clip, it's from last year, not today.",
350,Mom,2024-03-01T07:23:00,negotiation,"Please don't post exact locations, they can adjust fire from this.",
351,Sara,2024-03-01T08:03:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",144.0
352,Leo,2024-03-01T08:14:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",231.0
353,Leo,2024-03-01T08:50:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",
354,Omar,2024-03-01T09:09:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
355,Omar,2024-03-01T09:14:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
356,Mom,2024-03-01T09:43:00,polyvocal,"People in North Station say the soldiers help them, people in North Station say they steal everything.",
357,Omar,2024-03-01T10:15:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",27.0
358,Omar,2024-03-01T10:33:00,polyvocal,"People in Riverside say the soldiers help them, people in Riverside say they steal everything.",50.0
359,Leo,2024-03-01T10:44:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
360,Mom,2024-03-01T11:25:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",231.0
361,Lena,2024-03-01T11:37:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
362,Sara,2024-03-01T12:09:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
363,Neighbor_3A,2024-03-01T12:54:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",322.0
364,Leo,2024-03-01T13:15:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
365,Sara,2024-03-01T13:41:00,polyvocal,"People in Old Town say the soldiers help them, people in Industrial Park say they steal everything.",121.0
366,Mom,2024-03-01T14:10:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
367,Mom,2024-03-01T14:39:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",
368,Mom,2024-03-01T15:06:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
369,Ana,2024-03-01T15:26:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
370,Mom,2024-03-01T16:10:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",
371,Omar,2024-03-01T16:35:00,polyvocal,"People in Old Town say the soldiers help them, people in Hilltop say they steal everything.",
372,Neighbor_3A,2024-03-01T16:58:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",250.0
373,Omar,2024-03-01T17:03:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
374,Leo,2024-03-01T17:11:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
375,Tarek,2024-03-01T17:56:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
376,Neighbor_3A,2024-03-01T18:13:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
377,Neighbor_3A,2024-03-01T18:46:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",349.0
378,Mom,2024-03-01T19:02:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",72.0
379,Sara,2024-03-01T19:22:00,polyvocal,"People in Riverside say the soldiers help them, people in Hilltop say they steal everything.",
380,Leo,2024-03-01T20:00:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
381,Leo,2024-03-01T20:13:00,polyvocal,"People in Industrial Park say the soldiers help them, people in North Station say they steal everything.",91.0
382,Mom,2024-03-01T20:53:00,polyvocal,"People in Old Town say the soldiers help them, people in Riverside say they steal everything.",
383,Neighbor_3A,2024-03-01T21:22:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",292.0
384,Leo,2024-03-01T22:02:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
385,Mom,2024-03-01T22:32:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
386,Miguel,2024-03-01T22:57:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",310.0
387,Miguel,2024-03-01T23:34:00,polyvocal,"People in Industrial Park say the soldiers help them, people in Industrial Park say they steal everything.",
388,Sara,2024-03-01T23:58:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",349.0
389,Omar,2024-03-02T00:42:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",
390,Sara,2024-03-02T01:06:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
391,Lena,2024-03-02T01:27:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",159.0
392,Lena,2024-03-02T02:05:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",309.0
393,Omar,2024-03-02T02:15:00,polyvocal,"People in Old Town say the soldiers help them, people in Riverside say they steal everything.",
394,Ana,2024-03-02T02:22:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",
395,Sara,2024-03-02T02:37:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
396,Tarek,2024-03-02T02:45:00,polyvocal,"People in Industrial Park say the soldiers help them, people in Riverside say they steal everything.",
397,Miguel,2024-03-02T03:04:00,polyvocal,"People in Hilltop say the soldiers help them, people in Industrial Park say they steal everything.",
398,Tarek,2024-03-02T03:26:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",
399,Sara,2024-03-02T03:49:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",
400,Omar,2024-03-02T04:21:00,polyvocal,"People in North Station say the soldiers help them, people in Industrial Park say they steal everything.",
401,Ana,2024-03-02T05:02:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
402,Mom,2024-03-02T05:24:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
403,Sara,2024-03-02T06:05:00,polyvocal,"People in Riverside say the soldiers help them, people in Hilltop say they steal everything.",353.0
404,Lena,2024-03-02T06:49:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
405,Mom,2024-03-02T06:59:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
406,Lena,2024-03-02T07:43:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
407,Leo,2024-03-02T08:27:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
408,Neighbor_3A,2024-03-02T08:54:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",
409,Mom,2024-03-02T09:12:00,polyvocal,"People in Riverside say the soldiers help them, people in Old Town say they steal everything.",
410,Leo,2024-03-02T09:37:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
411,Neighbor_3A,2024-03-02T10:16:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
412,Sara,2024-03-02T10:43:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
413,Sara,2024-03-02T11:12:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",190.0
414,Mom,2024-03-02T11:36:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",406.0
415,Miguel,2024-03-02T11:42:00,polyvocal,"People in Hilltop say the soldiers help them, people in Riverside say they steal everything.",122.0
416,Leo,2024-03-02T12:00:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
417,Miguel,2024-03-02T12:38:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
418,Leo,2024-03-02T13:22:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
419,Mom,2024-03-02T13:49:00,polyvocal,"People in Hilltop say the soldiers help them, people in Industrial Park say they steal everything.",255.0
420,Sara,2024-03-02T14:26:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",384.0
421,Omar,2024-03-02T14:38:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
422,Tarek,2024-03-02T14:43:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
423,Leo,2024-03-02T15:27:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",138.0
424,Omar,2024-03-02T15:44:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
425,Miguel,2024-03-02T15:50:00,polyvocal,"People in Hilltop say the soldiers help them, people in North Station say they steal everything.",
426,Ana,2024-03-02T16:33:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
427,Sara,2024-03-02T17:10:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
428,Miguel,2024-03-02T17:16:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",138.0
429,Lena,2024-03-02T17:28:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
430,Omar,2024-03-02T18:03:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
431,Tarek,2024-03-02T18:33:00,polyvocal,"People in Hilltop say the soldiers help them, people in North Station say they steal everything.",
432,Mom,2024-03-02T19:12:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",265.0
433,Sara,2024-03-02T19:41:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
434,Leo,2024-03-02T20:08:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
435,Mom,2024-03-02T20:25:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
436,Sara,2024-03-02T20:37:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
437,Miguel,2024-03-02T20:50:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
438,Ana,2024-03-02T21:27:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",314.0
439,Miguel,2024-03-02T21:33:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
440,Leo,2024-03-02T21:59:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
441,Leo,2024-03-02T22:06:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",
442,Omar,2024-03-02T22:13:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",4.0
443,Neighbor_3A,2024-03-02T22:28:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",165.0
444,Lena,2024-03-02T22:44:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",
445,Miguel,2024-03-02T22:51:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",370.0
446,Ana,2024-03-02T23:02:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
447,Sara,2024-03-02T23:24:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
448,Sara,2024-03-02T23:33:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
449,Miguel,2024-03-02T23:44:00,polyvocal,"People in Old Town say the soldiers help them, people in Old Town say they steal everything.",
450,Omar,2024-03-03T00:26:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
451,Miguel,2024-03-03T01:08:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",44.0
452,Lena,2024-03-03T01:21:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
453,Miguel,2024-03-03T01:32:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
454,Leo,2024-03-03T01:48:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",
455,Lena,2024-03-03T02:29:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
456,Lena,2024-03-03T02:36:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
457,Lena,2024-03-03T02:55:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",18.0
458,Sara,2024-03-03T03:19:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
459,Sara,2024-03-03T03:42:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
460,Omar,2024-03-03T03:52:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",
461,Leo,2024-03-03T04:22:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
462,Tarek,2024-03-03T05:04:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",
463,Miguel,2024-03-03T05:40:00,polyvocal,"People in North Station say the soldiers help them, people in Hilltop say they steal everything.",
464,Lena,2024-03-03T06:18:00,polyvocal,"People in Riverside say the soldiers help them, people in Old Town say they steal everything.",
465,Leo,2024-03-03T06:38:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
466,Ana,2024-03-03T07:20:00,polyvocal,"People in North Station say the soldiers help them, people in Old Town say they steal everything.",174.0
467,Lena,2024-03-03T07:56:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
468,Miguel,2024-03-03T08:08:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
469,Leo,2024-03-03T08:27:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
470,Omar,2024-03-03T08:33:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",354.0
471,Miguel,2024-03-03T09:10:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",106.0
472,Ana,2024-03-03T09:51:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
473,Leo,2024-03-03T10:33:00,polyvocal,"People in Riverside say the soldiers help them, people in Riverside say they steal everything.",
474,Miguel,2024-03-03T10:56:00,polyvocal,"People in Riverside say the soldiers help them, people in Hilltop say they steal everything.",
475,Mom,2024-03-03T11:12:00,polyvocal,"People in North Station say the soldiers help them, people in Industrial Park say they steal everything.",
476,Leo,2024-03-03T11:46:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
477,Neighbor_3A,2024-03-03T12:31:00,polyvocal,"People in Riverside say the soldiers help them, people in North Station say they steal everything.",
478,Neighbor_3A,2024-03-03T12:59:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",
479,Leo,2024-03-03T13:10:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
480,Lena,2024-03-03T13:46:00,polyvocal,"People in Hilltop say the soldiers help them, people in Industrial Park say they steal everything.",
481,Neighbor_3A,2024-03-03T14:17:00,polyvocal,"People in North Station say the soldiers help them, people in Old Town say they steal everything.",
482,Lena,2024-03-03T14:43:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
483,Omar,2024-03-03T15:28:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
484,Tarek,2024-03-03T15:49:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
485,Neighbor_3A,2024-03-03T16:04:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
486,Mom,2024-03-03T16:46:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
487,Leo,2024-03-03T17:26:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
488,Ana,2024-03-03T17:44:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",
489,Leo,2024-03-03T18:04:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",17.0
490,Miguel,2024-03-03T18:33:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
491,Miguel,2024-03-03T18:40:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",
492,Omar,2024-03-03T19:09:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
493,Sara,2024-03-03T19:33:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",
494,Lena,2024-03-03T19:57:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",161.0
495,Ana,2024-03-03T20:08:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",153.0
496,Tarek,2024-03-03T20:46:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
497,Omar,2024-03-03T21:12:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
498,Sara,2024-03-03T21:34:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
499,Ana,2024-03-03T21:52:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
500,Lena,2024-03-03T22:25:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
501,Sara,2024-03-03T22:59:00,polyvocal,"People in Hilltop say the soldiers help them, people in Riverside say they steal everything.",
502,Sara,2024-03-03T23:23:00,polyvocal,"People in Hilltop say the soldiers help them, people in Riverside say they steal everything.",53.0
503,Mom,2024-03-03T23:37:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",392.0
504,Leo,2024-03-04T00:17:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",234.0
505,Miguel,2024-03-04T00:42:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
506,Lena,2024-03-04T01:13:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",325.0
507,Tarek,2024-03-04T01:18:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",
508,Mom,2024-03-04T01:55:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",457.0
509,Mom,2024-03-04T02:21:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
510,Miguel,2024-03-04T02:55:00,polyvocal,"People in Hilltop say the soldiers help them, people in North Station say they steal everything.",
511,Lena,2024-03-04T03:27:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",131.0
512,Miguel,2024-03-04T03:54:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
513,Ana,2024-03-04T04:33:00,polyvocal,"People in Hilltop say the soldiers help them, people in North Station say they steal everything.",
514,Sara,2024-03-04T05:16:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
515,Sara,2024-03-04T05:31:00,polyvocal,"People in North Station say the soldiers help them, people in Industrial Park say they steal everything.",
516,Tarek,2024-03-04T05:43:00,polyvocal,"People in Industrial Park say the soldiers help them, people in Hilltop say they steal everything.",
517,Leo,2024-03-04T06:00:00,polyvocal,"People in Riverside say the soldiers help them, people in Riverside say they steal everything.",461.0
518,Lena,2024-03-04T06:35:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
519,Leo,2024-03-04T06:43:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
520,Sara,2024-03-04T07:20:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
521,Tarek,2024-03-04T07:40:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
522,Neighbor_3A,2024-03-04T07:59:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
523,Ana,2024-03-04T08:21:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",173.0
524,Tarek,2024-03-04T08:51:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",23.0
525,Leo,2024-03-04T09:10:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
526,Ana,2024-03-04T09:42:00,polyvocal,"People in North Station say the soldiers help them, people in Old Town say they steal everything.",
527,Omar,2024-03-04T10:22:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",
528,Sara,2024-03-04T11:00:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
529,Tarek,2024-03-04T11:44:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
530,Sara,2024-03-04T12:01:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
531,Tarek,2024-03-04T12:39:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",76.0
532,Lena,2024-03-04T13:13:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
533,Sara,2024-03-04T13:29:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
534,Leo,2024-03-04T13:38:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",166.0
535,Omar,2024-03-04T14:17:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",208.0
536,Leo,2024-03-04T14:52:00,polyvocal,"People in Industrial Park say the soldiers help them, people in Riverside say they steal everything.",
537,Miguel,2024-03-04T15:30:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
538,Tarek,2024-03-04T15:49:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",369.0
539,Leo,2024-03-04T16:07:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
540,Sara,2024-03-04T16:22:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",522.0
541,Lena,2024-03-04T17:00:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",
542,Ana,2024-03-04T17:38:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",209.0
543,Omar,2024-03-04T18:07:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",284.0
544,Lena,2024-03-04T18:47:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
545,Lena,2024-03-04T19:05:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
546,Sara,2024-03-04T19:32:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",
547,Lena,2024-03-04T20:03:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",
548,Miguel,2024-03-04T20:17:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",532.0
549,Mom,2024-03-04T20:27:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",
550,Mom,2024-03-04T20:56:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",
551,Neighbor_3A,2024-03-04T21:09:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",
552,Mom,2024-03-04T21:20:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
553,Sara,2024-03-04T22:05:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
554,Omar,2024-03-04T22:46:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",
555,Mom,2024-03-04T23:04:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",266.0
556,Miguel,2024-03-04T23:29:00,polyvocal,"People in North Station say the soldiers help them, people in Hilltop say they steal everything.",
557,Leo,2024-03-04T23:44:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
558,Tarek,2024-03-04T23:51:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
559,Mom,2024-03-05T00:14:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
560,Omar,2024-03-05T00:29:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
561,Leo,2024-03-05T00:48:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
562,Sara,2024-03-05T01:33:00,polyvocal,"People in Riverside say the soldiers help them, people in Hilltop say they steal everything.",
563,Neighbor_3A,2024-03-05T01:50:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",543.0
564,Tarek,2024-03-05T02:13:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
565,Miguel,2024-03-05T02:53:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
566,Ana,2024-03-05T03:10:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",
567,Mom,2024-03-05T03:25:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",222.0
568,Omar,2024-03-05T03:58:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",366.0
569,Miguel,2024-03-05T04:26:00,polyvocal,"People in North Station say the soldiers help them, people in Hilltop say they steal everything.",425.0
570,Mom,2024-03-05T04:31:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",507.0
571,Miguel,2024-03-05T04:50:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
572,Mom,2024-03-05T05:03:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
573,Mom,2024-03-05T05:46:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
574,Tarek,2024-03-05T06:21:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
575,Ana,2024-03-05T07:04:00,polyvocal,"People in Old Town say the soldiers help them, people in Hilltop say they steal everything.",62.0
576,Mom,2024-03-05T07:33:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
577,Omar,2024-03-05T08:10:00,polyvocal,"People in Old Town say the soldiers help them, people in Riverside say they steal everything.",
578,Neighbor_3A,2024-03-05T08:23:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
579,Miguel,2024-03-05T08:49:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
580,Mom,2024-03-05T09:26:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
